"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"13.53","843.9064","1.127506","0.692","0.041","13.53","870.347","1.127537","0.655","0.048","163.13","1344.077","2.254644","-.----","-0.223","89.22","1345.221","2.255262","-.----","-0.301"
"13.54","844.4945","1.128319","0.693","0.041","13.54","870.9828","1.128369","0.656","0.048","163.14","1344.84","2.256325","-.----","-0.223","89.23","1345.873","2.256912","-.----","-0.301"
"13.55","845.0428","1.129138","0.693","0.041","13.55","871.5709","1.129206","0.656","0.048","163.15","1345.539","2.258013","-.----","-0.223","89.24","1346.501","2.258544","-.----","-0.301"
"13.56","845.4958","1.129981","0.694","0.041","13.56","872.0716","1.13005","0.657","0.048","163.16","1346.183","2.2597","-.----","-0.223","89.25","1347.152","2.260219","-.----","-0.301"
"13.57","845.9409","1.130831","0.694","0.041","13.57","872.5405","1.130881","0.657","0.048","163.17","1346.858","2.261344","-.----","-0.223","89.26","1347.86","2.261906","-.----","-0.301"
"13.58","846.4098","1.131662","0.6950001","0.041","13.58","873.0253","1.131712","0.6580001","0.048","163.18","1347.597","2.262962","-.----","-0.223","89.27","1348.646","2.263606","-.----","-0.301"
"13.59","846.9741","1.1325","0.6950001","0.041","13.59","873.5815","1.132525","0.6580001","0.048","163.19","1348.368","2.264644","-.----","-0.223","89.28","1349.457","2.265256","-.----","-0.301"
"13.6","847.5621","1.133344","0.696","0.041","13.6","874.1935","1.133344","0.659","0.048","163.2","1349.099","2.266337","-.----","-0.223","89.29","1350.228","2.266875","-.----","-0.301"
"13.61","848.1343","1.134194","0.696","0.041","13.61","874.7816","1.134187","0.659","0.048","163.21","1349.823","2.268031","-.----","-0.223","89.3","1350.927","2.26855","-.----","-0.301"
"13.62","848.635","1.135031","0.697","0.041","13.62","875.2902","1.135031","0.66","0.048","163.22","1350.49","2.269675","-.----","-0.223","89.31","1351.555","2.270256","-.----","-0.301"
"13.63","849.0801","1.13585","0.698","0.041","13.63","875.6956","1.135862","0.661","0.048","163.23","1351.134","2.2713","-.----","-0.223","89.32","1352.167","2.27195","-.----","-0.301"
"13.64","849.5013","1.136662","0.698","0.041","13.64","876.085","1.136706","0.661","0.048","163.24","1351.809","2.272975","-.----","-0.223","89.33","1352.819","2.273594","-.----","-0.301"
"13.65","849.9702","1.137475","0.6990001","0.041","13.65","876.53","1.13755","0.6620001","0.048","163.25","1352.541","2.274669","-.----","-0.223","89.34","1353.494","2.275213","-.----","-0.301"
"13.66","850.4947","1.138319","0.6990001","0.041","13.66","877.0942","1.138387","0.6620001","0.048","163.26","1353.288","2.276369","-.----","-0.223","89.35","1354.178","2.276894","-.----","-0.301"
"13.67","851.059","1.139162","0.7","0.041","13.67","877.6982","1.139231","0.663","0.048","163.27","1354.011","2.278019","-.----","-0.223","89.36","1354.869","2.278581","-.----","-0.301"
"13.68","851.647","1.14","0.7","0.041","13.68","878.2386","1.140044","0.663","0.048","163.28","1354.686","2.279637","-.----","-0.223","89.37","1355.513","2.280269","-.----","-0.301"
"13.69","852.2272","1.140844","0.701","0.041","13.69","878.6996","1.140856","0.664","0.048","163.29","1355.37","2.281306","-.----","-0.223","89.38","1356.101","2.281912","-.----","-0.301"
"13.7","852.7279","1.141681","0.701","0.041","13.7","879.1685","1.141681","0.664","0.048","163.3","1356.101","2.283006","-.----","-0.223","89.39","1356.689","2.283537","-.----","-0.301"
"13.71","853.1491","1.142519","0.702","0.041","13.71","879.7169","1.142525","0.665","0.048","163.31","1356.848","2.2847","-.----","-0.223","89.4","1357.365","2.285206","-.----","-0.301"
"13.72","853.5782","1.143356","0.702","0.041","13.72","880.2732","1.143369","0.665","0.048","163.32","1357.571","2.286344","-.----","-0.223","89.41","1358.104","2.286912","-.----","-0.301"
"13.73","854.0789","1.144175","0.703","0.041","13.73","880.7421","1.1442","0.666","0.048","163.33","1358.247","2.287981","-.----","-0.223","89.42","1358.779","2.288612","-.----","-0.301"
"13.74","854.6432","1.144994","0.703","0.042","13.74","881.1633","1.145037","0.666","0.048","163.34","1358.93","2.289656","-.----","-0.223","89.43","1359.391","2.290256","-.----","-0.301"
"13.75","855.1995","1.145819","0.7040001","0.042","13.75","881.6083","1.145875","0.6670001","0.048","163.35","1359.622","2.29135","-.----","-0.223","89.44","1360.003","2.291888","-.----","-0.301"
"13.76","855.7399","1.146662","0.7040001","0.042","13.76","882.1249","1.146719","0.6670001","0.048","163.36","1360.321","2.293025","-.----","-0.223","89.45","1360.655","2.293562","-.----","-0.301"
"13.77","856.1929","1.147519","0.705","0.042","13.77","882.6891","1.147556","0.668","0.048","163.37","1361.06","2.294669","-.----","-0.223","89.46","1361.362","2.29525","-.----","-0.301"
"13.78","856.6061","1.148344","0.706","0.042","13.78","883.2455","1.148375","0.668","0.048","163.38","1361.791","2.2963","-.----","-0.223","89.47","1362.109","2.296931","-.----","-0.301"
"13.79","857.0512","1.149181","0.706","0.042","13.79","883.778","1.149187","0.669","0.048","163.39","1362.483","2.297975","-.----","-0.223","89.48","1362.864","2.298581","-.----","-0.301"
"13.8","857.5439","1.150012","0.707","0.042","13.8","884.2945","1.15","0.669","0.048","163.4","1363.119","2.299675","-.----","-0.223","89.49","1363.587","2.300206","-.----","-0.301"
"13.81","858.0844","1.15085","0.707","0.042","13.81","884.8508","1.150844","0.67","0.049","163.41","1363.81","2.301375","-.----","-0.223","89.5","1364.263","2.301875","-.----","-0.301"
"13.82","858.6645","1.151681","0.708","0.042","13.82","885.3754","1.151688","0.67","0.049","163.42","1364.501","2.303019","-.----","-0.223","89.51","1364.843","2.303569","-.----","-0.301"
"13.83","859.2447","1.1525","0.708","0.042","13.83","885.9078","1.152525","0.671","0.049","163.43","1365.177","2.30465","-.----","-0.223","89.52","1365.399","2.305256","-.----","-0.301"
"13.84","859.7772","1.153319","0.7090001","0.042","13.84","886.4403","1.153369","0.6720001","0.049","163.44","1365.868","2.306331","-.----","-0.223","89.53","1366.019","2.306906","-.----","-0.301"
"13.85","860.254","1.154144","0.7090001","0.042","13.85","887.0045","1.154212","0.6720001","0.049","163.45","1366.615","2.308031","-.----","-0.223","89.54","1366.734","2.308531","-.----","-0.301"
"13.86","860.691","1.154987","0.71","0.042","13.86","887.5927","1.155056","0.673","0.049","163.46","1367.37","2.309719","-.----","-0.223","89.55","1367.442","2.310212","-.----","-0.301"
"13.87","861.1361","1.155831","0.71","0.042","13.87","888.1967","1.155887","0.673","0.049","163.47","1368.038","2.311363","-.----","-0.223","89.56","1368.101","2.311919","-.----","-0.301"
"13.88","861.6288","1.156669","0.711","0.042","13.88","888.745","1.156712","0.674","0.049","163.48","1368.666","2.312987","-.----","-0.223","89.57","1368.729","2.313612","-.----","-0.301"
"13.89","862.1852","1.157506","0.711","0.042","13.89","889.2298","1.157525","0.674","0.049","163.49","1369.309","2.314656","-.----","-0.223","89.58","1369.381","2.315263","-.----","-0.301"
"13.9","862.7574","1.15835","0.712","0.042","13.9","889.6748","1.158344","0.675","0.049","163.5","1369.969","2.31635","-.----","-0.223","89.59","1370.017","2.316875","-.----","-0.301"
"13.91","863.2899","1.159187","0.7130001","0.042","13.91","890.1437","1.159187","0.675","0.049","163.51","1370.581","2.318038","-.----","-0.223","89.6","1370.645","2.31855","-.----","-0.301"
"13.92","863.7905","1.160025","0.7130001","0.042","13.92","890.6523","1.160044","0.6760001","0.049","163.52","1371.185","2.319687","-.----","-0.223","89.61","1371.296","2.32025","-.----","-0.301"
"13.93","864.2833","1.160856","0.714","0.042","13.93","891.1292","1.160875","0.6760001","0.049","163.53","1371.837","2.321319","-.----","-0.223","89.62","1371.956","2.321944","-.----","-0.301"
"13.94","864.8395","1.161662","0.714","0.042","13.94","891.5663","1.161706","0.677","0.049","163.54","1372.544","2.322994","-.----","-0.223","89.63","1372.615","2.323587","-.----","-0.301"
"13.95","865.4674","1.162481","0.715","0.042","13.95","892.0193","1.162537","0.677","0.049","163.55","1373.291","2.324694","-.----","-0.223","89.64","1373.299","2.325212","-.----","-0.301"
"13.96","866.1031","1.163331","0.715","0.042","13.96","892.5518","1.163381","0.678","0.049","163.56","1373.99","2.326394","-.----","-0.223","89.65","1373.99","2.3269","-.----","-0.301"
"13.97","866.6436","1.164175","0.716","0.042","13.97","893.0922","1.164212","0.678","0.049","163.57","1374.626","2.328044","-.----","-0.223","89.66","1374.658","2.328588","-.----","-0.301"
"13.98","867.1046","1.165006","0.716","0.042","13.98","893.6405","1.165031","0.679","0.049","163.58","1375.214","2.329662","-.----","-0.223","89.67","1375.31","2.330275","-.----","-0.301"
"13.99","867.5496","1.165844","0.717","0.042","13.99","894.1889","1.16585","0.679","0.049","163.59","1375.771","2.331337","-.----","-0.223","89.68","1375.953","2.331925","-.----","-0.301"
"14","868.0344","1.166687","0.717","0.042","14","894.7452","1.166669","0.68","0.049","163.6","1376.383","2.333031","-.----","-0.223","89.69","1376.573","2.333556","-.----","-0.301"
"14.01","868.5271","1.167525","0.7180001","0.042","14.01","895.2776","1.167519","0.68","0.049","163.61","1377.082","2.334713","-.----","-0.223","89.7","1377.217","2.335231","-.----","-0.301"
"14.02","869.0278","1.168362","0.7180001","0.042","14.02","895.7625","1.168362","0.6810001","0.049","163.62","1377.797","2.336356","-.----","-0.223","89.71","1377.892","2.336919","-.----","-0.301"
"14.03","869.5523","1.169187","0.719","0.043","14.03","896.2234","1.1692","0.6810001","0.049","163.63","1378.457","2.337987","-.----","-0.223","89.72","1378.608","2.338606","-.----","-0.301"
"14.04","870.0291","1.169994","0.72","0.043","14.04","896.6923","1.170031","0.682","0.049","163.64","1379.069","2.339663","-.----","-0.223","89.73","1379.355","2.340262","-.----","-0.301"
"14.05","870.5378","1.170812","0.72","0.043","14.05","897.2089","1.170869","0.683","0.049","163.65","1379.665","2.34135","-.----","-0.223","89.74","1380.078","2.341887","-.----","-0.301"
"14.06","871.0703","1.171656","0.721","0.043","14.06","897.7175","1.171713","0.683","0.049","163.66","1380.285","2.343025","-.----","-0.223","89.75","1380.73","2.343569","-.----","-0.301"
"14.07","871.5947","1.1725","0.721","0.043","14.07","898.2181","1.172544","0.684","0.049","163.67","1380.936","2.344669","-.----","-0.223","89.76","1381.318","2.345256","-.----","-0.301"
"14.08","872.0875","1.173331","0.7220001","0.043","14.08","898.7506","1.173375","0.684","0.05","163.68","1381.604","2.346294","-.----","-0.223","89.77","1381.882","2.346944","-.----","-0.301"
"14.09","872.5643","1.174169","0.7220001","0.043","14.09","899.291","1.174187","0.6850001","0.05","163.69","1382.303","2.347975","-.----","-0.223","89.78","1382.462","2.348588","-.----","-0.301"
"14.1","873.0729","1.175019","0.723","0.043","14.1","899.8632","1.175006","0.6850001","0.05","163.7","1382.995","2.349681","-.----","-0.223","89.79","1383.074","2.350206","-.----","-0.301"
"14.11","873.5815","1.175856","0.723","0.043","14.11","900.4116","1.17585","0.686","0.05","163.71","1383.654","2.351375","-.----","-0.223","89.8","1383.742","2.351881","-.----","-0.301"
"14.12","874.0981","1.176694","0.724","0.043","14.12","900.9441","1.1767","0.686","0.05","163.72","1384.33","2.353019","-.----","-0.223","89.81","1384.385","2.353581","-.----","-0.301"
"14.13","874.6624","1.177513","0.724","0.043","14.13","901.413","1.177531","0.687","0.05","163.73","1385.037","2.35465","-.----","-0.223","89.82","1384.997","2.355275","-.----","-0.301"
"14.14","875.2426","1.178331","0.725","0.043","14.14","901.8818","1.178369","0.687","0.05","163.74","1385.736","2.356325","-.----","-0.223","89.83","1385.625","2.356919","-.----","-0.301"
"14.15","875.7989","1.179144","0.725","0.043","14.15","902.3666","1.179206","0.688","0.05","163.75","1386.396","2.358019","-.----","-0.223","89.84","1386.261","2.358537","-.----","-0.301"
"14.16","876.2678","1.179987","0.726","0.043","14.16","902.8673","1.180056","0.688","0.05","163.76","1387.024","2.3597","-.----","-0.223","89.85","1386.881","2.360219","-.----","-0.301"
"14.17","876.6413","1.180838","0.7270001","0.043","14.17","903.3918","1.180894","0.689","0.05","163.77","1387.652","2.36135","-.----","-0.223","89.86","1387.469","2.361912","-.----","-0.301"
"14.18","877.0386","1.181675","0.7270001","0.043","14.18","903.9402","1.181719","0.689","0.05","163.78","1388.327","2.362969","-.----","-0.223","89.87","1388.105","2.363606","-.----","-0.301"
"14.19","877.5393","1.182513","0.728","0.043","14.19","904.4647","1.182525","0.6900001","0.05","163.79","1389.042","2.364637","-.----","-0.223","89.88","1388.78","2.365256","-.----","-0.301"
"14.2","878.1433","1.183356","0.728","0.043","14.2","904.9257","1.183337","0.6900001","0.05","163.8","1389.79","2.366338","-.----","-0.223","89.89","1389.408","2.366875","-.----","-0.301"
"14.21","878.7314","1.1842","0.729","0.043","14.21","905.3151","1.184181","0.691","0.05","163.81","1390.521","2.368037","-.----","-0.223","89.9","1389.988","2.36855","-.----","-0.301"
"14.22","879.2639","1.185037","0.729","0.043","14.22","905.6886","1.185025","0.691","0.05","163.82","1391.164","2.369688","-.----","-0.223","89.91","1390.568","2.370244","-.----","-0.301"
"14.23","879.7645","1.185856","0.73","0.043","14.23","906.1575","1.185856","0.692","0.05","163.83","1391.737","2.371319","-.----","-0.223","89.92","1391.172","2.371944","-.----","-0.301"
"14.24","880.297","1.186669","0.73","0.043","14.24","906.7059","1.1867","0.692","0.05","163.84","1392.317","2.372994","-.----","-0.223","89.93","1391.776","2.373594","-.----","-0.301"
"14.25","880.8533","1.187481","0.731","0.043","14.25","907.3019","1.187544","0.693","0.05","163.85","1392.961","2.374687","-.----","-0.223","89.94","1392.428","2.375225","-.----","-0.301"
"14.26","881.3937","1.188331","0.731","0.043","14.26","907.8423","1.188388","0.693","0.05","163.86","1393.628","2.376375","-.----","-0.223","89.95","1393.088","2.376906","-.----","-0.301"
"14.27","881.8865","1.189181","0.7320001","0.043","14.27","908.343","1.189219","0.694","0.05","163.87","1394.28","2.378019","-.----","-0.223","89.96","1393.779","2.378587","-.----","-0.301"
"14.28","882.3553","1.190012","0.7320001","0.043","14.28","908.8198","1.190044","0.6950001","0.05","163.88","1394.884","2.379644","-.----","-0.223","89.97","1394.447","2.380269","-.----","-0.301"
"14.29","882.7766","1.19085","0.733","0.043","14.29","909.2887","1.190856","0.6950001","0.05","163.89","1395.464","2.381319","-.----","-0.223","89.98","1395.098","2.381919","-.----","-0.301"
"14.3","883.174","1.191681","0.734","0.043","14.3","909.7894","1.191675","0.696","0.05","163.9","1396.06","2.383019","-.----","-0.223","89.99","1395.726","2.383544","-.----","-0.301"
"14.31","883.6349","1.192525","0.734","0.043","14.31","910.3378","1.192519","0.696","0.05","163.91","1396.672","2.384706","-.----","-0.223","90","1396.386","2.385212","-.----","-0.301"
"14.32","884.1594","1.193356","0.735","0.044","14.32","910.8623","1.193362","0.697","0.05","163.92","1397.292","2.38635","-.----","-0.223","90.01","1397.037","2.386906","-.----","-0.301"
"14.33","884.7554","1.194181","0.735","0.044","14.33","911.355","1.1942","0.697","0.05","163.93","1397.88","2.387981","-.----","-0.223","90.02","1397.649","2.388606","-.----","-0.301"
"14.34","885.2959","1.194994","0.7360001","0.044","14.34","911.8","1.195037","0.698","0.05","163.94","1398.444","2.389663","-.----","-0.223","90.03","1398.261","2.390256","-.----","-0.301"
"14.35","885.7727","1.195819","0.7360001","0.044","14.35","912.2292","1.195875","0.698","0.05","163.95","1399.008","2.391356","-.----","-0.223","90.04","1398.857","2.391881","-.----","-0.301"
"14.36","886.2575","1.196662","0.737","0.044","14.36","912.7061","1.196719","0.6990001","0.05","163.96","1399.612","2.39305","-.----","-0.223","90.05","1399.469","2.393556","-.----","-0.301"
"14.37","886.7422","1.197513","0.737","0.044","14.37","913.1988","1.19755","0.6990001","0.051","163.97","1400.288","2.394687","-.----","-0.223","90.06","1400.097","2.395256","-.----","-0.301"
"14.38","887.243","1.198344","0.738","0.044","14.38","913.7233","1.198375","0.7","0.051","163.98","1401.043","2.396306","-.----","-0.223","90.07","1400.685","2.396944","-.----","-0.301"
"14.39","887.7993","1.199175","0.738","0.044","14.39","914.2796","1.199188","0.7","0.051","163.99","1401.822","2.397975","-.----","-0.223","90.08","1401.226","2.398587","-.----","-0.301"
"14.4","888.3874","1.200006","0.739","0.044","14.4","914.7644","1.200012","0.701","0.051","164","1402.513","2.399675","-.----","-0.223","90.09","1401.766","2.4002","-.----","-0.301"
"14.41","888.9675","1.20085","0.74","0.044","14.41","915.1856","1.200856","0.701","0.051","164.01","1403.062","2.401369","-.----","-0.223","90.1","1402.346","2.401869","-.----","-0.301"
"14.42","889.4603","1.201681","0.74","0.044","14.42","915.5829","1.201706","0.702","0.051","164.02","1403.586","2.403019","-.----","-0.223","90.11","1403.006","2.403563","-.----","-0.301"
